"","Time.averaged","Type","valco_position","mean_d18O","sd_d18O","mean_dD","sd_dD","mean_lin_d18O","mean._lin_dD","sd_lin_d18O","sd._lin_dD","sd_lin_dD"
"1",10,"Correction",1,-21.0329524043713,0.576521575427056,-187.899663404154,0.720486772379775,-21.332206247907,-192.792371091225,0.66858141845893,0.819085447113319,NA
"2",5,"result",2,-23.59390754877,0.218569917814255,-187.804040951467,0.674505479966884,-22.7763209453973,-190.463067744721,0.237711623790581,NA,0.793189288540423
"3",10,"Correction",1,-22.7177595836714,0.280320697493241,-188.920967219118,0.679961247644956,-22.7292730064518,-193.238194064679,0.317077827339257,0.72307930148006,NA
