"","Time.averaged","Type","valco_position","mean_d18O","sd_d18O","mean_dD","sd_dD","mean_lin_d18O","mean._lin_dD"
"1",10,"Correction",1,-26.613093316872,0.210509837060127,-189.395901593798,0.71577203835576,-26.6495404193568,-193.762995798768
"2",10,"Fill",2,-26.1648627861977,0.21071451088415,-188.587609042034,0.704309323943328,-25.9351649411912,-192.422413352021
"3",10,"Correction",1,-26.4118927457838,0.226332683216228,-188.823656351593,0.733136801051038,-26.139291835126,-192.572654530278
