"","Time.averaged","Type","valco_position","mean_d18O","sd_d18O","mean_dD","sd_dD","mean_lin_d18O","sd_lin_d18O","mean._lin_dD","sd_lin_dD"
"1",5,"Reference",1,-24.2424491843585,0.268541314404364,-188.320739045405,0.652253432077938,-24.448783034641,0.292416451004172,-193.02760674597,0.663520666929298
"2",5,"Reference",1,-23.3307621584239,0.313466692016367,-188.383183135078,0.709304838649745,-23.224179017802,0.346480457905718,-192.464216853834,0.737230998598384
"3",5,"result",2,-25.1616291364267,0.226082413288146,-188.204137964933,0.826741769686594,-24.0256667294913,0.255361653494484,-190.226413151063,0.914761956271372
